recording_id,segment_id,rms_orig,rms_vocals,rms_no_vocals,rms_ratio_vocals_over_orig,rms_ratio_no_vocals_over_orig,voiced_rate_orig,voiced_rate_vocals,voiced_rate_no_vocals
ath-1973,seg_p07_m10_m11,0.014325869269669056,6.531803956022486e-05,0.014289427548646927,0.0045594468531495805,0.9974562296823911,0.9434782608695652,0.5550724637681159,0.9434782608695652
hul-2012,seg_p07_m10_m11,0.00842665322124958,4.14603746321518e-05,0.00841137021780014,0.00492014724512464,0.9981863495449296,0.9733178654292344,0.654292343387471,0.9733178654292344
bou-1961,seg_p07_m10_m11,0.021540647372603416,0.0015597848687320948,0.021999554708600044,0.07241123452565847,1.0213042499632714,0.9711141678129298,0.3314993122420908,0.9711141678129298
bou-1977,seg_p07_m10_m11,0.012967176735401154,0.00018804235151037574,0.012952402234077454,0.014501410395449388,0.9988606231236623,0.9570871261378413,0.7308192457737321,0.9570871261378413
her-1991,seg_p07_m10_m11,0.007927638478577137,0.00012598592729773372,0.007921556942164898,0.015891986956542682,0.9992328691036211,0.9776785714285714,0.3247767857142857,0.9776785714285714
