recording_id,segment_id,source,bar_number,note_index,ref_pitch_name,ref_pitch_cent,voiced_ratio,f0_iqr_cent,est_cent_median,error_cent,abs_error_cent,pitch_class_error,is_pyin_unreliable,unreliable_reasons
hul-2012,seg_p07_m8,original,8,6,C5,7200.0,1.0,0.0,7289.999999999999,89.99999999999909,89.99999999999909,within,False,
hul-2012,seg_p07_m8,original,8,7,A#4,7000.0,1.0,9.99999999999909,6999.999999999998,-1.8189894035458565e-12,1.8189894035458565e-12,within,False,
hul-2012,seg_p07_m8,demucs_vocals,8,1,C5,7200.0,1.0,59.99999999999818,7169.999999999999,-30.00000000000091,30.00000000000091,within,False,
hul-2012,seg_p07_m8,demucs_vocals,8,2,C#5,7300.0,0.9245283018867925,50.0,6080.0,-1220.0,1220.0,oct_1,True,pitch_class_oct_1
hul-2012,seg_p07_m8,demucs_vocals,8,3,C5,7200.0,0.9245283018867925,990.0000000000009,7190.000000000001,-9.99999999999909,9.99999999999909,within,True,iqr_high
hul-2012,seg_p07_m8,demucs_vocals,8,4,D5,7400.0,1.0,30.00000000000091,7400.0,0.0,0.0,within,False,
hul-2012,seg_p07_m8,demucs_vocals,8,5,C#5,7300.0,1.0,9.99999999999909,7400.0,100.0,100.0,within,False,
hul-2012,seg_p07_m8,demucs_vocals,8,6,C5,7200.0,1.0,9.99999999999909,7289.999999999999,89.99999999999909,89.99999999999909,within,False,
hul-2012,seg_p07_m8,demucs_vocals,8,7,A#4,7000.0,1.0,9.99999999999909,6989.999999999999,-10.00000000000091,10.00000000000091,within,False,
hul-2012,seg_p07_m13,original,13,1,D#4,6300.0,1.0,10.000000000001819,6260.0,-40.0,40.0,within,False,
hul-2012,seg_p07_m13,original,13,2,D4,6200.0,1.0,19.99999999999909,6169.999999999999,-30.00000000000091,30.00000000000091,within,False,
hul-2012,seg_p07_m13,original,13,3,B3,5900.0,0.75,210.0,5895.0,-5.0,5.0,within,False,
hul-2012,seg_p07_m13,original,13,4,G#3,5600.0,1.0,119.99999999999909,5539.999999999999,-60.00000000000091,60.00000000000091,within,False,
hul-2012,seg_p07_m13,demucs_vocals,13,1,D#4,6300.0,1.0,9.99999999999909,6249.999999999998,-50.00000000000182,50.00000000000182,within,False,
hul-2012,seg_p07_m13,demucs_vocals,13,2,D4,6200.0,0.918918918918919,19.99999999999909,6159.999999999999,-40.00000000000091,40.00000000000091,within,False,
hul-2012,seg_p07_m13,demucs_vocals,13,3,B3,5900.0,0.9782608695652174,22.49999999999909,5829.999999999999,-70.00000000000091,70.00000000000091,within,False,
hul-2012,seg_p07_m13,demucs_vocals,13,4,G#3,5600.0,1.0,135.0,5520.0,-80.0,80.0,within,False,
hul-2012,seg_p07_m18b6_m19b5,original,18,3,C5,7200.0,1.0,10.0,7159.999999999999,-40.00000000000091,40.00000000000091,within,False,
hul-2012,seg_p07_m18b6_m19b5,original,19,2,B4,7100.0,0.9,1127.499999999999,7039.999999999998,-60.00000000000182,60.00000000000182,within,True,iqr_high
hul-2012,seg_p07_m18b6_m19b5,original,19,3,G#4,6800.0,1.0,50.0,6030.0,-770.0,770.0,within,False,
hul-2012,seg_p07_m18b6_m19b5,original,19,4,C5,7200.0,1.0,39.99999999999909,7149.999999999998,-50.00000000000182,50.00000000000182,within,False,
hul-2012,seg_p07_m18b6_m19b5,original,19,5,B4,7100.0,0.675,9.99999999999909,7100.0,0.0,0.0,within,False,
hul-2012,seg_p07_m18b6_m19b5,original,19,6,G#4,6800.0,0.9512195121951219,90.00000000000091,6680.0,-120.0,120.0,within,False,
hul-2012,seg_p07_m18b6_m19b5,original,19,7,C#4,6100.0,0.975,45.00000000000091,5820.0,-280.0,280.0,within,False,
hul-2012,seg_p07_m18b6_m19b5,demucs_vocals,18,3,C5,7200.0,1.0,10.0,7159.999999999999,-40.00000000000091,40.00000000000091,within,False,
hul-2012,seg_p07_m18b6_m19b5,demucs_vocals,19,2,B4,7100.0,0.9,1127.499999999999,7039.999999999998,-60.00000000000182,60.00000000000182,within,True,iqr_high
hul-2012,seg_p07_m18b6_m19b5,demucs_vocals,19,3,G#4,6800.0,1.0,50.0,6030.0,-770.0,770.0,within,False,
hul-2012,seg_p07_m18b6_m19b5,demucs_vocals,19,4,C5,7200.0,1.0,39.99999999999909,7149.999999999998,-50.00000000000182,50.00000000000182,within,False,
hul-2012,seg_p07_m18b6_m19b5,demucs_vocals,19,5,B4,7100.0,0.675,9.99999999999909,7100.0,0.0,0.0,within,False,
hul-2012,seg_p07_m18b6_m19b5,demucs_vocals,19,6,G#4,6800.0,0.9512195121951219,90.00000000000091,6680.0,-120.0,120.0,within,False,
hul-2012,seg_p07_m18b6_m19b5,demucs_vocals,19,7,C#4,6100.0,0.975,45.00000000000091,5820.0,-280.0,280.0,within,False,
bou-1961,seg_p07_m5,original,5,1,F4,6500.0,0.8571428571428571,10.0,6019.999999999999,-480.0000000000009,480.0000000000009,within,False,
bou-1961,seg_p07_m5,original,5,2,D4,6200.0,0.9841269841269841,355.0,5509.999999999999,-690.0000000000009,690.0000000000009,fifth_down,True,pitch_class_fifth_down
bou-1961,seg_p07_m5,original,5,3,E4,6400.0,0.8095238095238095,179.9999999999991,5730.0,-670.0,670.0,fifth_down,True,pitch_class_fifth_down
bou-1961,seg_p07_m5,original,5,4,G#4,6800.0,1.0,85.0,6099.999999999998,-700.0000000000018,700.0000000000018,fifth_down,True,pitch_class_fifth_down
bou-1961,seg_p07_m5,original,5,5,B4,7100.0,0.8095238095238095,374.9999999999991,4999.999999999999,-2100.000000000001,2100.000000000001,within,False,
bou-1961,seg_p07_m5,original,5,6,D4,6200.0,1.0,20.00000000000091,5609.999999999999,-590.0000000000009,590.0000000000009,within,False,
bou-1961,seg_p07_m5,demucs_vocals,5,1,F4,6500.0,0.9365079365079365,85.0,6080.0,-420.0,420.0,within,False,
bou-1961,seg_p07_m5,demucs_vocals,5,2,D4,6200.0,1.0,110.0,5689.999999999999,-510.0000000000009,510.0000000000009,within,False,
bou-1961,seg_p07_m5,demucs_vocals,5,3,E4,6400.0,0.8571428571428571,80.0,5800.0,-600.0,600.0,within,False,
bou-1961,seg_p07_m5,demucs_vocals,5,4,G#4,6800.0,1.0,85.0,6099.999999999998,-700.0000000000018,700.0000000000018,fifth_down,True,pitch_class_fifth_down
bou-1961,seg_p07_m5,demucs_vocals,5,5,B4,7100.0,1.0,359.9999999999982,6230.0,-870.0,870.0,within,False,
bou-1961,seg_p07_m5,demucs_vocals,5,6,D4,6200.0,0.9193548387096774,39.99999999999909,5670.0,-530.0,530.0,within,False,
bou-1961,seg_p07_m8,original,8,1,C5,7200.0,0.9464285714285714,200.0,6549.999999999998,-650.0000000000018,650.0000000000018,fifth_down,True,pitch_class_fifth_down
bou-1961,seg_p07_m8,original,8,2,C#5,7300.0,0.972972972972973,462.5,6600.0,-700.0,700.0,fifth_down,True,pitch_class_fifth_down
bou-1961,seg_p07_m8,original,8,3,C5,7200.0,0.8108108108108109,190.0,6285.0,-915.0,915.0,within,False,
bou-1961,seg_p07_m8,original,8,4,D5,7400.0,1.0,165.0000000000009,6500.0,-900.0,900.0,within,False,
bou-1961,seg_p07_m8,original,8,5,C#5,7300.0,0.7368421052631579,990.0,5250.0,-2050.0,2050.0,within,True,iqr_high
bou-1961,seg_p07_m8,original,8,6,C5,7200.0,0.918918918918919,47.49999999999909,5229.999999999999,-1970.000000000001,1970.000000000001,within,False,
bou-1961,seg_p07_m8,original,8,7,A#4,7000.0,0.972972972972973,292.5,6190.0,-810.0,810.0,within,False,
bou-1961,seg_p07_m8,demucs_vocals,8,1,C5,7200.0,0.9285714285714286,110.00000000000091,6480.000000000001,-719.9999999999991,719.9999999999991,fifth_down,True,pitch_class_fifth_down
bou-1961,seg_p07_m8,demucs_vocals,8,2,C#5,7300.0,0.972972972972973,40.00000000000091,6619.999999999999,-680.0000000000009,680.0000000000009,fifth_down,True,pitch_class_fifth_down
bou-1961,seg_p07_m8,demucs_vocals,8,3,C5,7200.0,0.5945945945945946,82.50000000000091,6455.0,-745.0,745.0,fifth_down,True,pitch_class_fifth_down
bou-1961,seg_p07_m8,demucs_vocals,8,4,D5,7400.0,1.0,180.0,6450.0,-950.0,950.0,within,False,
bou-1961,seg_p07_m8,demucs_vocals,8,5,C#5,7300.0,1.0,49.99999999999909,6480.000000000001,-819.9999999999991,819.9999999999991,within,False,
bou-1961,seg_p07_m8,demucs_vocals,8,6,C5,7200.0,1.0,50.0,6429.999999999998,-770.0000000000018,770.0000000000018,within,False,
bou-1961,seg_p07_m8,demucs_vocals,8,7,A#4,7000.0,1.0,30.00000000000091,6209.999999999999,-790.0000000000009,790.0000000000009,within,False,
bou-1961,seg_p07_m13,original,13,1,D#4,6300.0,0.9830508474576272,20.0,5935.0,-365.0,365.0,within,False,
bou-1961,seg_p07_m13,original,13,2,D4,6200.0,0.6779661016949152,150.0,5684.999999999999,-515.0000000000009,515.0000000000009,within,False,
bou-1961,seg_p07_m13,original,13,3,B3,5900.0,0.9743589743589743,29.99999999999909,5459.999999999999,-440.0000000000009,440.0000000000009,within,False,
bou-1961,seg_p07_m13,original,13,4,G#3,5600.0,0.8305084745762712,130.00000000000182,5270.0,-330.0,330.0,within,False,
bou-1961,seg_p07_m13,demucs_vocals,13,1,D#4,6300.0,1.0,15.00000000000091,5930.0,-370.0,370.0,within,False,
bou-1961,seg_p07_m13,demucs_vocals,13,2,D4,6200.0,0.9830508474576272,30.0,5769.999999999999,-430.0000000000009,430.0000000000009,within,False,
bou-1961,seg_p07_m13,demucs_vocals,13,3,B3,5900.0,0.9829059829059829,29.99999999999909,5459.999999999999,-440.0000000000009,440.0000000000009,within,False,
bou-1961,seg_p07_m13,demucs_vocals,13,4,G#3,5600.0,1.0,115.00000000000091,5270.0,-330.0,330.0,within,False,
bou-1961,seg_p07_m18b6_m19b5,original,18,3,C5,7200.0,0.8707482993197279,42.50000000000091,6590.000000000001,-609.9999999999991,609.9999999999991,within,False,
bou-1961,seg_p07_m18b6_m19b5,original,19,2,B4,7100.0,0.7837837837837838,20.00000000000091,6140.000000000001,-959.9999999999991,959.9999999999991,within,False,
bou-1961,seg_p07_m18b6_m19b5,original,19,3,G#4,6800.0,0.7027027027027027,367.5,5495.0,-1305.0,1305.0,within,False,
bou-1961,seg_p07_m18b6_m19b5,original,19,4,C5,7200.0,1.0,164.9999999999991,6520.0,-680.0,680.0,fifth_down,True,pitch_class_fifth_down
bou-1961,seg_p07_m18b6_m19b5,original,19,5,B4,7100.0,0.6486486486486487,122.49999999999909,6209.999999999999,-890.0000000000009,890.0000000000009,within,False,
bou-1961,seg_p07_m18b6_m19b5,original,19,6,G#4,6800.0,0.7222222222222222,137.4999999999991,5985.0,-815.0,815.0,within,False,
bou-1961,seg_p07_m18b6_m19b5,original,19,7,C#4,6100.0,0.8918918918918919,20.00000000000091,5120.0,-980.0,980.0,within,False,
bou-1961,seg_p07_m18b6_m19b5,demucs_vocals,18,3,C5,7200.0,0.8639455782312925,45.00000000000182,6579.999999999998,-620.0000000000018,620.0000000000018,within,False,
bou-1961,seg_p07_m18b6_m19b5,demucs_vocals,19,2,B4,7100.0,0.7837837837837838,20.00000000000091,6140.000000000001,-959.9999999999991,959.9999999999991,within,False,
bou-1961,seg_p07_m18b6_m19b5,demucs_vocals,19,3,G#4,6800.0,0.972972972972973,372.5,5495.0,-1305.0,1305.0,within,False,
bou-1961,seg_p07_m18b6_m19b5,demucs_vocals,19,4,C5,7200.0,0.990909090909091,150.0,6520.0,-680.0,680.0,fifth_down,True,pitch_class_fifth_down
bou-1961,seg_p07_m18b6_m19b5,demucs_vocals,19,5,B4,7100.0,0.6486486486486487,122.49999999999909,6209.999999999999,-890.0000000000009,890.0000000000009,within,False,
bou-1961,seg_p07_m18b6_m19b5,demucs_vocals,19,6,G#4,6800.0,0.7222222222222222,137.4999999999991,5985.0,-815.0,815.0,within,False,
bou-1961,seg_p07_m18b6_m19b5,demucs_vocals,19,7,C#4,6100.0,1.0,20.00000000000091,5130.0,-970.0,970.0,within,False,
bou-1977,seg_p07_m5,original,5,1,F4,6500.0,1.0,19.99999999999818,6689.999999999999,189.9999999999991,189.9999999999991,within,False,
